INTRPRETE;CàDIGO;TÖTULO;INÖCIO DA LETRA
Catedral;15533;EU QUERO SOL NESSE JARDIM;Eu quero sol nesse jardim
Catedral;15542;MIL MANEIRAS;Clarear paisagens mergulhar ir bem fundo
Catedral;15634;UMA CANÇÃO DE AMOR PRA VOCÊ;Com tanta indiferença num mundo de
Catedral;06215;EU AMO MAIS VOCÊ;Depois dessa ventania o temporal...
Catedral;06514;TCHAU;Me cansei dos teus desenganos…
Catedral;07754;CHAME A DEUS;Se você não sabe para onde seguir
Cauby Peixoto;01173;NINGUÉM É DE NINGUÉM;Ninguém é de ninguém na vida tudo pas
Cauby Peixoto;15936;É TÃO SUBLIME O AMOR;É tão sublime o amor
Cauby Peixoto;04468;CONCEIÇÃO;Conceição eu me lembro muito bem...
Cauby Peixoto;06618;MOLAMBO;Eu sei que vocês vão dizer…
Cavaleiros do Forró;15825;GELO NA BALADA;O tempo conserta tudo ninguém perde por esperar
Cavalo De Pau;03763;PADECER NO PARAÍSO;Eu vivi todo esse tempo só pra você
Caviar Com Rapadura;07455;SOMOS LOUCOS;Essa morena é a mais gostosa
Cazuza;01156;VAI À LUTA;Eu li teu nome num cartaz
Cazuza;01421;EU QUERIA TER UMA BOMBA;Solidão a dois de dia
Cazuza;03099;FAZ PARTE DO MEU SHOW;Te pego na escola e encho a tua bola 
Cazuza;03312;CODINOME BEIJA - FLOR;Pra que mentir fingir que perdoou
Cazuza;03731;TODO AMOR QUE HOUVER NESTA VIDA;Eu quero a sorte de um amor tranqüilo
Cazuza;03847;MAIOR ABANDONADO;Eu tô perdido, sem pai nem mãe
Cazuza;16299;QUANDO EU ESTIVER CANTANDO;Tem gente que recebe Deus
Cazuza;04390;BRASIL;Não me convidaram pra esta festa...
Cazuza;04454;QUASE UM SEGUNDO;Eu queria ver no escuro do mundo...
Cazuza;06230;O TEMPO NÃO PÁRA;Desperto contra o sol sou forte...
Cazuza;03095;EXAGERADO;Amor da minha vida
Cazuza;03364;IDEOLOGIA;Meu partido é um coração partido
Cazuza;03377;O NOSSO AMOR A GENTE INVENTA;O teu amor é uma mentira
Ce Ce Peniston;19573;FINALLY;Finally it has happened to me
Cecéu Muniz;15257;MEXA A LOMBA LOMBA;Mexa a lomba lomba hum... Pro nosso samba
Cecéu Muniz;15260;MOLEM MOLEM;É o Cecéuzinho que chegou corpão de mola
Cecéu Muniz;06550;SEM PERCEBER;Me peguei juntando as partes da nossa…
Cecéu Muniz;07077;BRILHO DAS ESTRELAS;Teu olhar me faz chegar além do belo
Celia;01340;RIO DE JANEIRO (ISSO É O MEU BRASIL);Oh...
Célia;01639;VIDAS INTEIRAS;Não seja por isso
Celine Dion;03924;MY HEART WILL GO ON;Every night in my dreams I see you
Celine Dion;04811;ALL BY MYSELF;When I was young I never needed…
Celine Dion;09037;I'M ALIVE;Mmmmm... mmmmm...
Celine Dion;04983;TO LOVE YOU MORE;Take me back into the arms I love...
Celine Dion;09121;(IF THERE WAS) ANY OTHER WAY;Sorry I know I'm late…
Celine Dion;19194;THE CHRISTMAS SONG;Chestnuts roasting on an open fire
Celine Dion;19271;THAT'S THE WAY IT IS;I can read your mind and I know your story
Celine Dion;19321;A NEW DAY HAS COME (RADIO REMIX);A new day ohhh... I was waiting for so long
Celine Dion;19557;THE POWER OF LOVE;The whispers in the morning
Celine Dion;19657;IT'S ALL COMING BACK TO ME NOW;There were nights when the wind was so cold
Celine Dion;04685;BECAUSE YOU LOVED ME;For all those times you stood by me...
Celine Dion - Andrea Bocelli;19410;THE PRAYER;I pray you'll be our eyes
Celine Dion & Peabo Bryson;04815;BEAUTY AND THE BEAST;Uh uh… Tale as old as time….
Celine Dion e Bee Gees;04723;IMMORTALITY;So this is who I am and this is all I...
Celine Dion e C. Griffin;04802;WHEN I FALL IN LOVE;When I fall in love It will be forever...
Celso Blues Boy;02703;AUMENTA QUE ISSO AÍ É ROCK AND ROLL;Estava deitado dormindo acordado
Celso Ricardi;07706;TE AMO ETERNAMENTE;Ah que bom que te encontrei
Cely Campello;03026;BANHO DE LUA;Tomo um banho de lua, fico branca 
Cely Campello;03085;ESTÚPIDO CUPIDO;Oh oh cupido vê se deixa em paz
Cely Campelo;09553;TÚNEL DO AMOR;Só tu... lá no túnel do amor
Century;02531;LOVER WHY;A sign of time
Cesar e Paulinho;09606;AMOR ALÉM DA VIDA;Imaginei andei
Cesar e Paulinho;09699;MEU ENDEREÇO;Eu vou lhe dar o endereço onde moro
César e Paulinho;01158;VOCÊ É TUDO QUE PEDI PRA DEUS;Na Fazenda da Esperança mora o meu a
César Menotti E Fabiano;07624;LEILÃO;Estou à beira da loucura ninguém mais
César Menotti e Fabiano;07923;CASO POR ACASO;Eu não quero mais um caso por acaso
César Menotti e Fabiano;09283;MENSAGEM PRA ELA;Mandei mensagem pra ela ela não me re
César Menotti e Fabiano;09358;VEM ME AMAR;Louco de saudade te liguei pra te fal
César Menotti e Fabiano;09394;AQUI NÃO;Aqui não aqui não
César Menotti e Fabiano;09549;TÔ MORRENDO DE SAUDADE;Quando a gente terminou nosso caso de
César Menotti e Fabiano;09644;CIUMENTA;Saia dessa paranóia de dizer que ten
César Menotti e Fabiano;09664;DO LADO ESQUERDO;Tem uma paixão morando aqui do lado
César Menotti e Fabiano;01329;TARDE DEMAIS;Só tem um jeito de você me entender
César Menotti E Fabiano;01556;LABIRINTO;Sonhos planos
César Menotti e Fabiano;02803;É RUIM QUE DÓI;Volta ligeirinho meu benzinho
César Menotti e Fabiano;15305;NÃO ERA EU;Não era eu não era eu confundiram o meu
Cesar Menotti e Fabiano ;01021;PARA DE CHORAR;Você me humilhou me maltratou
César Menotti e Fabiano - Jorge e Mateus;15222;DOIS CORAÇÕES;Louco pra te ver não via hora de chegar e te abraçar
Cesar Sampaio;15076;SECRETÁRIA DA BEIRA DO CAIS;Ela espera e não desespera na beira do cais
Céu;07625;LENDA;Tome tento fique esperto hoje não tem
Céu;09472;MALEMOLÊNCIA;Veio até mim
Céu;15230;FALTA DE AR;Isso me dá falta de ar
Céu e Diogo Poças;02727;NADA QUE TE DIZ RESPEITO;Leva eu leva eu leva... Nada que te diz
Cezar E Paulinho;07314;CARMINHA;Tarde da noite eu já estava deitado
Cezar e Paulinho;15377;FUSCA 66;Oi Paulinho oi César eu não tenho camaro
Cezar E Paulinho;06269;PERDOA;Perdoa por eu ter te escolhido…
Cezar E Paulinho;06282;A GATA DO BMW;Eu recebi de uma gata gostosona…
Cezar E Paulinho;06978;SE TIVER MULHER NÓIS VAI;Nossa paixão é viola nóis nascemo…
Cézar E Paulinho;07187;NÃO OLHE PRO MEU OLHAR;Não olhe pro meu olhar se for embora
Cezar E Paulinho (Part. Daniel);06500;NÓIS É CAUBÓI (NÓIS É XIKI NU ÚRTIMO);Nóis é country é caubói nóis é…
Chad Kroeger - Josey Scott;19253;HERO;I am so high I can hear heaven
Charles And Eddie;09198;WOULD I LIE TO YOU?;No no no... baby hum…
Charlie Brown Jr.;07376;LUTAR PELO QUE É MEU;A gente passa a entender melhor a vi
Charlie Brown Jr.;07591;ELA VAI VOLTAR;Minha mente nem sempre tão lúcida
Charlie Brown Jr.;07698;SENHOR DO TEMPO;Eu não sou senhor do tempo
Charlie Brown Jr.;07944;DIAS DE LUTA, DIAS DE GLÓRIA;Canto minha vida com orgulho
Charlie Brown Jr.;09515;PONTES INDESTRUTÍVEIS;Buscando um novo rumo
Charlie Brown Jr.;01520;SÓ OS LOUCOS SABEM;Agora eu sei exatamente o que fazer
Charlie Brown Jr.;02846;CÉU AZUL;Tão natural quanto a luz do dia
Charlie Brown Jr.;15256;MEU NOVO MUNDO;Como se o silêncio dissesse tudo
Charlie Brown Jr.;15597;UM DIA A GENTE SE ENCONTRA;Um dia na praia a gente jurou ficar junto 
Charlie Brown Jr.;16108;QUINTA-FEIRA;Ainda me lembro bem daquela quinta-feira
Charlie Brown Jr.;16218;COMO TUDO DEVE SER;Um belo sonho veio então despertar
Charlie Brown Jr.;16277;TUDO QUE ELA GOSTA DE ESCUTAR;Essa é uma história de amargar
Charlie Brown Jr.;16387;ME ENCONTRA;Hoje eu vou sair para encontrar o amor
Charlie Brown Jr.;04291;PROIBIDA PRA MIM;Ela achou o meu cabelo engraçado...
Charlie Brown Jr.;04340;ZÓIO D LULA;Tirou a roupa entrou no mar...
Charlie Brown Jr.;06378;LUGAR AO SOL;Que bom viver como é bom sonhar…
Charlie Brown Jr.;06814;CHAMPAGNE E ÁGUA BENTA;Atitude a gente tem sorte a gente
Charlie Brown Jr.;07255;TE LEVAR;Tive pensando em me mudar
Charlie Brown Jr. - Negra Li;15074;NÃO É SÉRIO;Eu vejo na TV o que eles falam sobre o jovem não é sério
Charlie Puth;19812;ATTENTION;You've been runnin' round runnin' round
Charlie Puth - Meghan Trainor;19407;MARVIN GAYE;Let's Marvin Gaye and get it on
Chay Suede;15393;PAPEL;Descobri sentando perto dela a moça 
Chayene;15099;VOA VOA BRABULETA (XOTE DA BRABULETA);Ela gosta de ficar pegando fogo
Cheiro de Amor ;01074;DIAS DE SOL ;Dias de Sol
Cheiro de Amor - Pablo;15563;AMOR DE SOBREMESA;Eu vou estar aqui quando você voltar 
Chelsia Chan;04629;GRADUATION TEARS;And now is the time to say goodbye
Cher;04969;STRONG ENOUGH;I don't need your sympathy...
Cher;04865;BELIEVE;After love, after love after love, after...
Cheryl Lynn;19819;GOT TO BE REAL;What you find ah what you feel now
Chicabana;01381;EU QUERO SÓ VOCÊ;Ô ô ô ô ô ô ô ô ô ô ô ô ô ô ô ô ô
Chicago;02560;YOU'RE THE INSPIRATION;You know our love was meant to be
Chicago;04631;IF YOU LEAVE NOW;If you leave me now you'll take way
Chicago;04641;MAKE ME SMILE;Children play in the park they don't
Chicago;04619;COLOUR MY WORLD;As time goes on realize just want
Chicago ;09222;HARD FOR ME TO SAY I'M SORRY ;Ev'rybody needs a little time away 
Chicas;01143;CARAS E BOCAS;Pra que conteúdo se a casca é bacana
Chiclete Com Banana;07728;VOA, VOA;Pa êh ôh para rara rarara êh ôh
Chiclete Com Banana;07687;QUERO CHICLETE;Chiclete chiclete quero chiclete chiclet
Chiclete Com Banana;07586;DIGA PRA MIM;Tere tets te tere tets te te oba
Chiclete com Banana;09453;EU QUERO ESSE AMOR;Eu vou voar atrás desse amor
Chiclete com Banana;09517;POSSO SENTIR;Posso sentir chego a tocar na sua mão
Chiclete com Banana;09577;A FILA ANDOU;Nananá nana nananá nananá nana nana
Chiclete com Banana;01684;CHORAREI AMOR;Já nem lembro de ti já nem sinto 
Chiclete Com Banana;16038;SELVA BRANCA;Pra te espiar eu dou a volta no seu muro
Chiclete Com Banana;06812;CEM POR CENTO VOCÊ;Lê lê... Um céu sem estrelas
Chiclete Com Banana;06963;PERFUME DE LUAR;Quando te vejo desperta o desejo…
Chiclete Com Banana;07105;DIGA QUE VALEU;Um beijo em você eu quero dar
Chiclete Com Banana;07191;NÃO VOU CHORAR;Por que será que tem que ser assim
Chiclete Com Banana;03372;ME PEGUE SE QUISER;Me pegue se quiser e leve se puder ôh
Chiclete com Banana ;01010;FLUTUAR;Por isso vem cá me traz o amor
Chico B. E Nara Leão;04319;JOÃO E MARIA;Agora eu era o herói ...
Chico Buarque;07907;AS VITRINES;Eu te vejo sumir por aí
Chico Buarque;09630;CAROLINA;Carolina
Chico Buarque;09656;DESALENTO;Sim vai e diz
Chico Buarque;09842;MORENA DOS OLHOS D'ÁGUA;Morena dos olhos d'água
Chico Buarque;09678;EU TE AMO;Ah se já perdemos a noção da hora
Chico Buarque;01167;GOTA D'ÁGUA;Já lhe dei meu corpo
Chico Buarque;01284;BRISA DO MAR;Brisa do mar
Chico Buarque;01291;HOMENAGEM AO MALANDRO;Eu fui fazer um samba em homenagem
Chico Buarque;01617;OLÊ OLÁ;Não chore ainda não
Chico Buarque;01725;FUTUROS AMANTES;Não se afobe não que nada é pra já 
Chico Buarque;03276;TROCANDO EM MIÚDOS;Eu vou lhe deixar a medida do Bonfim
Chico Buarque;03191;O QUE SERÁ;O que será que será
Chico Buarque;15023;A RITA;A Rita levou meu sorriso no sorriso dela
Chico Buarque;15029;CIRANDA DA BAILARINA;Procurando bem todo mundo tem pereba
Chico Buarque;15039;RETRATO EM BRANCO E PRETO;Já conheço os passos dessa estrada
Chico Buarque;15050;GENI E O ZEPELIM;De tudo que é nego torto do mangue e do cais
Chico Buarque;15098;VALSINHA;Um dia ele chegou tão diferente
Chico Buarque;15274;TERESINHA;O primeiro me chegou como quem vem do florista
Chico Buarque;15932;CONSTRUÇÃO;Amou daquela vez como se fosse a última
Chico Buarque;03917;GENTE HUMILDE;Tem certos dias em que eu penso em
Chico Buarque;04416;VAI PASSAR ;Vai passar nessa avenida...
Chico Buarque;06433;RODA VIVA;Tem dias que a gente se sente…
Chico Buarque;06721;A VOLTA DO MALANDRO;Eis o malandro na praça outra vez...
Chico Buarque;06766;BYE BYE BRASIL;Oi coração...
Chico Buarque;06872;QUEM TE VIU, QUEM TE VÊ;Você era a mais bonita das cabrochas
Chico Buarque;01054;O CADERNO;Sou eu que vou seguir você Do pr
Chico Buarque;03455;APESAR DE VOCÊ;Amanhã vai ser outro dia
Chico Buarque - Elis Regina;01923;NOITE DOS MASCARADOS;Quem é você
Chico Buarque e Elza Soares ;01288;FAÇAMOS (VAMOS AMAR);Os cidadãos no Japão fazem
Chico Buarque e Luisa Buarque;09636;CEM MIL RÉIS;Você me pediu cem mil réis
Chico Buarque E Maria Bethânia;06592;SEM FANTASIA;Vem meu menino vadio vem sem mentir…
Chico Buarque e Milton Nascimento;02904;CÁLICE;Pai afasta de mim esse cálice
Chico Buarque e MPB4;01541;AMIGO É PRA ESSAS COISAS;Salve... como é que vai
Chico Buarque, Miúcha e Tom Jobim;01296;MANINHA;Se lembra da fogueira
Chico César;02872;PÉTALA POR PÉTALA;A sua falta me fez ver o que de mal a vida pode ter
Chico César;03624;MAMA ÁFRICA;Let me sing let me sing
Chico César;06476;TEMPLO;Se você olha pra mim se me dá…
Chico Rei e Paraná;09599;ALMA TRANSPARENTE;Te dei meu mundo minha vida o meu car
Chico Rey e Paraná;15072;LEÃO DOMADO;Você é a maior paixão que eu tenho em minha vida
Chico Rey e Paraná;15075;NÃO SÃO SÓ PALAVRAS LINDAS;É por nada que eu te quero é por tudo que me dás
Chico Rey e Paraná;15245;CANARINHO PRISIONEIRO;Sou aquele canarinho que cantou em seu terreno
Chico Rey e Paraná;16158;UM DEGRAU NA ESCADA;Estou sozinho livre outra vez
Chimarruts;09908;VERSOS SIMPLES;Uhh yeh ah ah ah
Chimarruts;01228;PRA ELA;Se um dia alguém te deixou
Chimarruts;01667;DO LADO DE CÁ;Uh uh uh uh
Chimarruts;02864;EM BUSCA DA FÉ;Palavras que foram dadas com tom de amanhacer
Chimarruts;15058;QUANDO O AMOR BATE A PORTA;Sorria amor que o melhor ainda está por vir
Chimarruts;16380;SABER VOAR;Falar que bom quando é pra ti
Chiquititas;15210;ATÉ DEZ;Um dois três tem que limpar
Chiquititas;15277;TUDO TUDO;Fique bem atento para ver sair o sol
Chiquititas;03811;REMEXE (RECHUFAS);Tudo se transforma com magia
Chiquititas;03864;BERLINDA (BERLIN);Neste jogo só se diz a verdade se
Chiquititas;16272;MENTIRINHAS (MENTIRITAS);Sua mamãe foi uma rainha e você
Chiquititas;01043;CORAÇÃO COM BURAQUINHOS;Sabe o coração às vezes chora E 
Chitãozinho E Xororó;07344;É AMOR, É PAIXÃO;Quanto mais o tempo passa
Chitãozinho E Xororó;07610;FOGÃO DE LENHA;Espere minha mãe estou voltando
Chitãozinho e Xororó;07965;FALANDO ÀS PAREDES;Eu agora estou falando às paredes
Chitãozinho e Xororó;01331;AI MARIA;Ai Maria
Chitãozinho e Xororó;01400;SACO DE OURO;Um saco de estopa com embira amarra
Chitãozinho e Xororó;01409;COWBOY DO ASFALTO;São três horas da manhã
Chitãozinho e Xororó;01799;VÁ PRO INFERNO COM SEU AMOR;Não adianta mais 
Chitãozinho E Xororó;03510;BAILÃO DE PEÃO;É bailão,é rodeio festa de peão também 
Chitãozinho E Xororó;03551;60 DIAS APAIXONADO;Viajando pra Mato Grosso
Chitãozinho E Xororó;03564;FEITO EU;Caminhando sem saber pra onde
Chitãozinho E Xororó;03588;PÁGINA DE AMIGOS;Ela ligou terminando tudo entre eu e 
Chitãozinho E Xororó;03548;VEZ EM QUANDO VEM ME VER;Não toque em meus cabelos feito
Chitãozinho E Xororó;03035;BRINCAR DE SER FELIZ;Tranquei a porta do meu peito
Chitãozinho E Xororó;03172;NO RANCHO FUNDO;No rancho fundo bem pra lá do fim do
Chitãozinho E Xororó;03181;NUVEM DE LÁGRIMAS;Há uma nuvem de lágrimas
Chitãozinho E Xororó;03303;ATÉ VOCÊ VOLTAR;Eu hoje perguntei para o meu coração
Chitãozinho E Xororó;03326;FOGE DE MIM;Eu conto com você nos momentos
Chitãozinho E Xororó;03414;CORAÇÃO SERTANEJO;Andei, andei, andei até encontrar
Chitãozinho E Xororó;03573;LOIRA GELADA;Hoje eu vou cair no mundo
Chitãozinho E Xororó;03094;EVIDÊNCIA;Quando eu digo que deixei de te amar
Chitãozinho E Xororó;03218;PLANETA AZUL;A vida e a natureza sempre à mercê
Chitãozinho e Xororó;15007;AVE MARIA;Ave Maria mãe abençoada virgem imaculada
Chitãozinho e Xororó;15070;FAZ UM ANO;Se eu pudesse te contar como eu sofro noite e dia
Chitãozinho e Xororó;15818;É DISSO QUE O VELHO GOSTA;Eu sou um peão de estância nascido lá no galpão
Chitãozinho e Xororó;16022;A MAIS BONITA DAS NOITES;Longe dos olhos e perto do meu coração
Chitãozinho E Xororó;03655;CONFIDÊNCIAS;Abra os olhos do seu coração
Chitãozinho E Xororó;03677;PALAVRAS (WORDS);Smile, an everlasting smile
Chitãozinho E Xororó;03678;PODE SER PRA VALER;Se você está aí sozinha
Chitãozinho E Xororó;03685;SÓ QUEM AMOU DEMAIS;Se já doeu demais a falta desse amor
Chitãozinho E Xororó;03704;É ASSIM QUE TE AMO;Sem me pedir você chegou assim
Chitãozinho E Xororó;03706;ELA NÃO VAI MAIS CHORAR;Por tantas vezes eu menti
Chitãozinho E Xororó;03764;PÉ NA ESTRADA;Pé na estrada, lá vamos nós outra vez
Chitãozinho E Xororó;03855;PENSANDO EM MINHA AMADA;Imagine um rapaz apaixonado
Chitãozinho E Xororó;03862;A MINHA VIDA;Eu sei, eu aprendi a me aceitar do
Chitãozinho E Xororó;03896;PURA EMOÇÃO;Ela é mistério nesse jeito sério pode
Chitãozinho E Xororó;03925;O HOMEM DE NAZARÉ;Ei, tá chegando o ano dois mil
Chitãozinho E Xororó;03933;SE DEUS ME OUVISSE;Ah! Se Deus me ouvisse e mandasse 
Chitãozinho E Xororó;04032;DEIXEI DE SER COWBOY POR ELA;Eu sempre acreditei no amor
Chitãozinho E Xororó;04080;EU MENTI;Eu menti pra você
Chitãozinho E Xororó;04165;NA ABA DO MEU CHAPÉU;Ela me abraçou, me deu um beijo
Chitãozinho E Xororó;04216;TE ESQUECER É IMPOSSÍVEL;Você ainda nem me disse porque tudo
Chitãozinho E Xororó;04226;ATÉ QUE TE CONHECI;Eu vivia tão contente, tão alegre
Chitãozinho E Xororó;04345;ALÔ;Alo tô ligando pra saber como você está...
Chitãozinho E Xororó;04448;O AMOR É MAIS FORTE;Tenho andado tão sozinho segurando a...
Chitãozinho E Xororó;06079;UM, DOIS, TRÊS;"Um dois três... ""Um"" descobri que..."
Chitãozinho E Xororó;06308;QUE AMOR É ESSE;Que forte amor é esse amor…
Chitãozinho E Xororó;06396;UM SONHO DE AMOR;De onde vem esse amor tão intenso…
Chitãozinho E Xororó;06461;EU E O SABIÁ;Ai quem me dera sabiá também…
Chitãozinho E Xororó;06568;ENCONTRO CASUAL;Boa noite um sorriso um encontro…
Chitãozinho E Xororó;06655;FRETE;Eu conheço cada palmo desse chão...
Chitãozinho E Xororó;06793;SINÔNIMO;Quanto tempo o coração leva pra saber...
Chitãozinho E Xororó;06876;SISTEMA BRUTO;Hoje não tem jeito hoje vai ou racha
Chitãozinho E Xororó;06913;ESSÊNCIA DO PRAZER;Então vai ser assim…
Chitãozinho E Xororó;07149;GALINHADA;Acende o fogo espicha o frango e ti
Chitãozinho E Xororó;03102;FIO DE CABELO;Quando a gente ama qualquer coisa 
Chitãozinho E Xororó;03395;UM HOMEM QUANDO AMA;Amigo, se você ama não tenha medo
Chitãozinho E Xororó;03479;NASCEMOS PRA CANTAR;O grande mestre do céu o nosso criador
Chitãozinho e Xororó - Leandro e Leonardo;16122;COLCHA DE RETALHOS;Aquela colcha de retalhos que tu fizeste
Chitãozinho E Xororó E Roupa Nova;06258;FRIO DA SOLIDÃO (DON'T LET ME DOWN);Quero entender porque razão tudo…
Chitãozinho, Xororó E R. Mcentire;06170;CORAÇÃO VAZIO;Lá fora a chuva cai e o que acontece…
Chris Brown;19029;YEAH 3X;Move your body out on the floor Put your troubles aside
Chris de Burg;04732;LADY IN RED;I’ve never seen you looking so lovely...
Chris de Burgh;02530;LOVE IS MY DECISION;And when they tell you that you're crazy
Chris de Burgh;02549;SO BEAUTIFULL;I'm lying here tonight
Chris de Burgh;19731;FLYING;Flying
Chris Durán;02435;TUA É A GLÓRIA;Tua é a Glória e o poder Tu és pra
Chris Durán;02436;ÚNICO CAMINHO;A minha vida te entreguei eu preciso
Chris Durán;02472;SONHOS;Há um lugar pra chegar
Chris Isaak;19320;WICKED GAMES;The world was on fire and no one could save me but
Chris Rea;09028;FOOL (IF YOU THINK IT'S OVER);A dyin' flame you're free again
Chris Thompson;02507;IF YOU REMEMBER ME;When you remember me If you remember m
Christian e Cristiano;01422;FÃ;Guarde o seu sorriso só pra mim
Christian E Ralf;07371;IPÊ FLORIDO;Quando há muitos anos
Christian e Ralf;01731;AUSÊNCIA;Se eu te deixo sei que vai morrer 
Christian E Ralf;03559;DESEJO DE AMAR;Pele macia, toda morena. Esse seu corpo
Christian E Ralf;03421;ESSE AMOR QUE ME MATA;Tô sozinho e você tão longe sabe Deus
Christian e Ralf;15127;LOUCURA DEMAIS;Pra ganhar o seu amor eu de tudo sou capaz
Christian E Ralf;03645;VIRA VIROU;Por causa de você
Christian E Ralf;04006;MINHA GIOCONDA;Do dia que nascemos e vivemos
Christian E Ralf;04013;SENSÍVEL DEMAIS;Hoje eu tive medo
Christian E Ralf;04252;SEM DOCUMENTO;Deixa-me atravessar o vento
Christian E Ralf;06583;ONDE VOCÊ FOR EU VOU;Quanta loucura a gente faz…
Christian E Ralf;06665;NOVA YORK;Essa é a história de um novo herói...
